      0.180	   991.414	   178.455
      0.200	   746.524	   149.305
      0.220	   602.971	   132.654
      0.240	   509.478	   122.275
      0.260	   443.878	   115.408
      0.280	   395.233	   110.665
      0.300	   357.600	   107.280
      0.350	   291.998	   102.199
      0.400	   249.049	    99.619
      0.450	   218.269	    98.221
      0.500	   194.876	    97.438
      0.550	   176.359	    96.998
      0.600	   161.263	    96.758
      0.650	   148.677	    96.640
      0.750	   128.803	    96.602
      0.800	   120.796	    96.637
      0.900	   107.506	    96.756
      1.000	    96.904	    96.904
      1.500	    65.071	    97.607
      2.000	    49.047	    98.095

 Roots of the Boyle curve:

        p [atm]   pv1 [atm/mol]  pv2 [atmL/mol]

    148.677	    54.654	    85.962
    128.803	    40.761	    99.856
    120.796	    36.751	   103.865
    107.506	    30.989	   109.628
     96.904	    26.937	   113.680
     65.071	    16.578	   124.039
     49.047	    12.056	   128.561

------------------------------------

Temperature = 1585.400 K

      v [L/mol]         p [atm]   pv [atmL/mol]

      0.120	 15932.503	  1911.900
      0.130	  6439.129	   837.087
      0.140	  3899.740	   545.964
      0.150	  2753.310	   412.997
      0.160	  2112.956	   338.073
      0.170	  1709.752	   290.658
      0.180	  1435.196	   258.335
      0.200	  1089.029	   217.806
      0.220	   881.835	   194.004
      0.240	   744.645	   178.715
      0.260	   647.188	   168.269
      0.280	   574.288	   160.801
      0.300	   517.569	   155.271
      0.350	   418.308	   146.408
      0.400	   353.403	   141.361
      0.450	   307.170	   138.226
      0.500	   272.310	   136.155
      0.550	   244.946	   134.720
      0.600	   222.818	   133.691
      0.650	   204.506	   132.929
      0.750	   175.877	   131.907
      0.800	   164.447	   131.558
      0.900	   145.616	   131.054
      1.000	   130.719	   130.719
      1.500	    86.703	   130.054
      2.000	    64.949	   129.898

 Roots of the Boyle curve:

        p [atm]   pv1 [atm/mol]  pv2 [atmL/mol]

    145.616	    51.821	    88.796
    130.719	    41.804	    98.813
     86.703	    23.368	   117.249
     64.949	    16.542	   124.075

------------------------------------

Temperature = 1714.800 K

      v [L/mol]         p [atm]   pv [atmL/mol]

      0.120	 17322.466	  2078.696
      0.130	  7040.997	   915.330
      0.140	  4283.832	   599.736
      0.150	  3035.351	   455.303
      0.160	  2335.790	   373.726
      0.170	  1893.924	   321.967
      0.180	  1592.139	   286.585
      0.200	  1210.155	   242.031
      0.220	   980.455	   215.700
      0.240	   827.812	   198.675
      0.260	   719.089	   186.963
      0.280	   637.610	   178.531
      0.300	   574.142	   172.243
      0.350	   462.978	   162.042
      0.400	   390.307	   156.123
      0.450	   338.609	   152.374
      0.500	   299.694	   149.847
      0.550	   269.202	   148.061
      0.600	   244.586	   146.752
      0.650	   224.250	   145.763
      0.750	   192.524	   144.393
      0.800	   179.884	   143.907
      0.900	   159.093	   143.183
      1.000	   142.678	   142.678
      1.500	    94.352	   141.529
      2.000	    70.572	   141.145

 Roots of the Boyle curve:

        p [atm]   pv1 [atm/mol]  pv2 [atmL/mol]

    142.678	    49.461	    91.155
     94.352	    26.017	   114.599
     70.572	    18.220	   122.396

------------------------------------

Temperature = 1829.300 K

      v [L/mol]         p [atm]   pv [atmL/mol]

      0.120	 18552.379	  2226.285
      0.130	  7573.562	   984.563
      0.140	  4623.697	   647.318
      0.150	  3284.915	   492.737
      0.160	  2532.966	   405.275
      0.170	  2056.890	   349.671
      0.180	  1731.011	   311.582
      0.200	  1317.334	   263.467
      0.220	  1067.719	   234.898
      0.240	   901.402	   216.337
      0.260	   782.710	   203.505
      0.280	   693.641	   194.219
      0.300	   624.201	   187.260
      0.350	   502.504	   175.876
      0.400	   422.963	   169.185
      0.450	   366.429	   164.893
      0.500	   323.925	   161.962
      0.550	   290.664	   159.865
      0.600	   263.848	   158.309
      0.650	   241.721	   157.119
      0.750	   207.255	   155.441
      0.800	   193.544	   154.835
      0.900	   171.018	   153.916
      1.000	   153.260	   153.260
      1.500	   101.121	   151.682
      2.000	    75.548	   151.097

 Roots of the Boyle curve:

        p [atm]   pv1 [atm/mol]  pv2 [atmL/mol]

    153.260	    60.298	    80.319
    101.121	    28.502	   112.115
     75.548	    19.752	   120.864

------------------------------------
Minima of the pvp-p curves

     pmin [atm] pvmin [atmL/mol]

    -10.164	    -2.236
     21.339	     5.121
     52.254	    12.541
     60.762	    15.798
     71.208	    18.514
    144.723	    57.889
    128.803	    96.602
     64.949	   129.898
     70.572	   141.145
     75.548	   151.097

 Calculated Boyle temperature            = 1714.135
 Boyle's limit temperature (a/bR)        = 1714.135
 Boyle's temperature from Tc (27Tc/8) up = 1714.838

